IID,ph1,ph2,COI,FID,n,species,Lat,Long,Pop,ID
439,0,0,0,NSW1078642,7,Melaleuca quinquenervia,-28.6080735,153.5637864,p328a8440,NSW_1078642_7
440,0,0,0,NSW1078642,8,Melaleuca quinquenervia,-28.6080735,153.5637864,p328a8440,NSW_1078642_8
442,4,1,15,NSW1078642,10,Melaleuca quinquenervia,-28.6080735,153.5637864,p328a8440,NSW_1078642_10
449,3,1,18,NSW1078645,5,Melaleuca quinquenervia,-28.60557577,153.5734272,p328a8440,NSW_1078645_5
450,0.5,1,0.5,NSW1078645,6,Melaleuca quinquenervia,-28.60557577,153.5734272,p328a8440,NSW_1078645_6
451,0,0,0,NSW1078645,7,Melaleuca quinquenervia,-28.60557577,153.5734272,p328a8440,NSW_1078645_7
452,3,1,0,NSW1078645,8,Melaleuca quinquenervia,-28.60557577,153.5734272,p328a8440,NSW_1078645_8
453,0,0,0,NSW1078645,9,Melaleuca quinquenervia,-28.60557577,153.5734272,p328a8440,NSW_1078645_9
454,3,1,42,NSW1078645,10,Melaleuca quinquenervia,-28.60557577,153.5734272,p328a8440,NSW_1078645_10
469,4,1,70,NSW1078647,1,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1078647_1
470,4,1,25,NSW1078647,2,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1078647_2
471,1,1,0,NSW1078647,3,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1078647_3
473,2,1,6,NSW1078647,5,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1078647_5
474,2.5,1,0,NSW1078647,6,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1078647_6
475,4,1,75,NSW1078647,7,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1078647_7
476,4,1,40,NSW1078647,8,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1078647_8
477,0,0,0,NSW1078647,9,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1078647_9
479,4,1,10,NSW1078647,11,Melaleuca quinquenervia,-28.64923983,153.6220029,p1bff81d0,NSW_1078647_11
481,0.5,1,0.5,NSW1078651,1,Melaleuca quinquenervia,-28.6482238,153.6235341,p1bff81d0,NSW_1078651_1
483,0.5,1,2,NSW1078651,3,Melaleuca quinquenervia,-28.6482238,153.6235341,p1bff81d0,NSW_1078651_3
486,4,1,10,NSW1078651,6,Melaleuca quinquenervia,-28.6482238,153.6235341,p1bff81d0,NSW_1078651_6
487,0.5,1,5,NSW1078651,7,Melaleuca quinquenervia,-28.6482238,153.6235341,p1bff81d0,NSW_1078651_7
488,4,1,70,NSW1078651,8,Melaleuca quinquenervia,-28.6482238,153.6235341,p1bff81d0,NSW_1078651_8
493,0.5,1,5,NSW1078652,1,Melaleuca quinquenervia,-28.64861633,153.6235516,p1bff81d0,NSW_1078652_1
494,1,1,5,NSW1078652,2,Melaleuca quinquenervia,-28.64861633,153.6235516,p1bff81d0,NSW_1078652_2
496,2.5,1,22.5,NSW1078652,4,Melaleuca quinquenervia,-28.64861633,153.6235516,p1bff81d0,NSW_1078652_4
497,3.5,1,45,NSW1078652,5,Melaleuca quinquenervia,-28.64861633,153.6235516,p1bff81d0,NSW_1078652_5
499,3,1,18,NSW1078652,7,Melaleuca quinquenervia,-28.64861633,153.6235516,p1bff81d0,NSW_1078652_7
500,1,1,0.5,NSW1078652,8,Melaleuca quinquenervia,-28.64861633,153.6235516,p1bff81d0,NSW_1078652_8
501,0,0,0,NSW1078652,9,Melaleuca quinquenervia,-28.64861633,153.6235516,p1bff81d0,NSW_1078652_9
502,0.5,1,5,NSW1078652,10,Melaleuca quinquenervia,-28.64861633,153.6235516,p1bff81d0,NSW_1078652_10
505,0.5,1,1,NSW1078653,1,Melaleuca quinquenervia,-28.47786231,153.5446269,p666c7140,NSW_1078653_1
507,0,0,0,NSW1078653,3,Melaleuca quinquenervia,-28.47786231,153.5446269,p666c7140,NSW_1078653_3
508,0,0,0,NSW1078653,4,Melaleuca quinquenervia,-28.47786231,153.5446269,p666c7140,NSW_1078653_4
509,0,0,0,NSW1078653,5,Melaleuca quinquenervia,-28.47786231,153.5446269,p666c7140,NSW_1078653_5
511,0,0,0,NSW1078653,7,Melaleuca quinquenervia,-28.47786231,153.5446269,p666c7140,NSW_1078653_7
512,0,0,0,NSW1078653,8,Melaleuca quinquenervia,-28.47786231,153.5446269,p666c7140,NSW_1078653_8
514,0,0,0,NSW1078653,10,Melaleuca quinquenervia,-28.47786231,153.5446269,p666c7140,NSW_1078653_10
515,0,0,0,NSW1078653,11,Melaleuca quinquenervia,-28.47786231,153.5446269,p666c7140,NSW_1078653_11
516,0,0,0,NSW1078653,12,Melaleuca quinquenervia,-28.47786231,153.5446269,p666c7140,NSW_1078653_12
517,4,1,70,NSW1078654,1,Melaleuca quinquenervia,-28.64620153,153.6274689,p1bff81d0,NSW_1078654_1
518,2,1,12,NSW1078654,2,Melaleuca quinquenervia,-28.64620153,153.6274689,p1bff81d0,NSW_1078654_2
519,3,1,3,NSW1078654,3,Melaleuca quinquenervia,-28.64620153,153.6274689,p1bff81d0,NSW_1078654_3
520,NA,NA,NA,NSW1078654,4,Melaleuca quinquenervia,-28.64620153,153.6274689,p1bff81d0,NSW_1078654_4
522,4,1,30,NSW1078654,6,Melaleuca quinquenervia,-28.64620153,153.6274689,p1bff81d0,NSW_1078654_6
523,0,0,0,NSW1078654,7,Melaleuca quinquenervia,-28.64620153,153.6274689,p1bff81d0,NSW_1078654_7
524,1,1,3,NSW1078654,8,Melaleuca quinquenervia,-28.64620153,153.6274689,p1bff81d0,NSW_1078654_8
525,0,0,0,NSW1078654,9,Melaleuca quinquenervia,-28.64620153,153.6274689,p1bff81d0,NSW_1078654_9
528,4,1,30,NSW1078654,12,Melaleuca quinquenervia,-28.64620153,153.6274689,p1bff81d0,NSW_1078654_12
529,0.5,1,2,NSW1078656,1,Melaleuca quinquenervia,-28.64852792,153.6242193,p1bff81d0,NSW_1078656_1
530,0,0,0,NSW1078656,2,Melaleuca quinquenervia,-28.64852792,153.6242193,p1bff81d0,NSW_1078656_2
533,3,1,6,NSW1078656,5,Melaleuca quinquenervia,-28.64852792,153.6242193,p1bff81d0,NSW_1078656_5
534,4,1,60,NSW1078656,6,Melaleuca quinquenervia,-28.64852792,153.6242193,p1bff81d0,NSW_1078656_6
535,4,1,80,NSW1078656,7,Melaleuca quinquenervia,-28.64852792,153.6242193,p1bff81d0,NSW_1078656_7
537,4,1,60,NSW1078656,9,Melaleuca quinquenervia,-28.64852792,153.6242193,p1bff81d0,NSW_1078656_9
541,4,1,40,NSW1078657,1,Melaleuca quinquenervia,-28.64858659,153.6250671,p1bff81d0,NSW_1078657_1
542,2,1,1.5,NSW1078657,2,Melaleuca quinquenervia,-28.64858659,153.6250671,p1bff81d0,NSW_1078657_2
544,3,1,24,NSW1078657,4,Melaleuca quinquenervia,-28.64858659,153.6250671,p1bff81d0,NSW_1078657_4
545,1,1,1.5,NSW1078657,5,Melaleuca quinquenervia,-28.64858659,153.6250671,p1bff81d0,NSW_1078657_5
547,2.5,1,15,NSW1078657,7,Melaleuca quinquenervia,-28.64858659,153.6250671,p1bff81d0,NSW_1078657_7
550,4,1,75,NSW1078657,10,Melaleuca quinquenervia,-28.64858659,153.6250671,p1bff81d0,NSW_1078657_10
552,1,1,3,NSW1078657,12,Melaleuca quinquenervia,-28.64858659,153.6250671,p1bff81d0,NSW_1078657_12
555,2,1,1.5,NSW1078658,3,Melaleuca quinquenervia,-28.64850763,153.6242216,p1bff81d0,NSW_1078658_3
557,0,0,0,NSW1078658,5,Melaleuca quinquenervia,-28.64850763,153.6242216,p1bff81d0,NSW_1078658_5
559,3,1,6,NSW1078658,7,Melaleuca quinquenervia,-28.64850763,153.6242216,p1bff81d0,NSW_1078658_7
560,0,0,0,NSW1078658,8,Melaleuca quinquenervia,-28.64850763,153.6242216,p1bff81d0,NSW_1078658_8
563,0,0,0,NSW1078658,11,Melaleuca quinquenervia,-28.64850763,153.6242216,p1bff81d0,NSW_1078658_11
564,2,1,9,NSW1078658,12,Melaleuca quinquenervia,-28.64850763,153.6242216,p1bff81d0,NSW_1078658_12
565,3,1,18,NSW1078660,1,Melaleuca quinquenervia,-28.64858147,153.6250711,p1bff81d0,NSW_1078660_1
567,0,0,0,NSW1078660,3,Melaleuca quinquenervia,-28.64858147,153.6250711,p1bff81d0,NSW_1078660_3
572,0,0,0,NSW1078660,8,Melaleuca quinquenervia,-28.64858147,153.6250711,p1bff81d0,NSW_1078660_8
574,0,0,0,NSW1078660,10,Melaleuca quinquenervia,-28.64858147,153.6250711,p1bff81d0,NSW_1078660_10
577,NA,NA,NA,NSW1078662,1,Melaleuca quinquenervia,-28.64885647,153.6259881,p1bff81d0,NSW_1078662_1
579,0,0,0,NSW1078662,2,Melaleuca quinquenervia,-28.64885647,153.6259881,p1bff81d0,NSW_1078662_2
581,1,1,1,NSW1078662,3,Melaleuca quinquenervia,-28.64885647,153.6259881,p1bff81d0,NSW_1078662_3
583,0,0,0,NSW1078662,4,Melaleuca quinquenervia,-28.64885647,153.6259881,p1bff81d0,NSW_1078662_4
585,0,0,0,NSW1078662,5,Melaleuca quinquenervia,-28.64885647,153.6259881,p1bff81d0,NSW_1078662_5
587,NA,NA,NA,NSW1078662,6,Melaleuca quinquenervia,-28.64885647,153.6259881,p1bff81d0,NSW_1078662_6
590,0,0,0,NSW1075721,7,Melaleuca quinquenervia,-33.4917287,151.4165608,popnInfo-w4ba03a,NSW_1075721_7
591,4,1,5,NSW1078662,8,Melaleuca quinquenervia,-28.64885647,153.6259881,p1bff81d0,NSW_1078662_8
597,3,1,12,NSW1078662,11,Melaleuca quinquenervia,-28.64885647,153.6259881,p1bff81d0,NSW_1078662_11
599,4,1,30,NSW1078662,12,Melaleuca quinquenervia,-28.64885647,153.6259881,p1bff81d0,NSW_1078662_12
611,3,1,3,NSW1078713,11,Melaleuca quinquenervia,-28.64745043,153.6250369,p1bff81d0,NSW_1078713_11
622,0,0,0,NSW1079653,10,Melaleuca quinquenervia,-33.20286067,151.5474484,pd135bc30,NSW_1079653_10
625,3.5,1,45,NSW1079654,1,Melaleuca quinquenervia,-33.20289403,151.5474202,pd135bc30,NSW_1079654_1
626,0.5,1,2,NSW1079654,2,Melaleuca quinquenervia,-33.20289403,151.5474202,pd135bc30,NSW_1079654_2
627,3,1,18,NSW1079654,3,Melaleuca quinquenervia,-33.20289403,151.5474202,pd135bc30,NSW_1079654_3
628,2,1,9,NSW1079654,4,Melaleuca quinquenervia,-33.20289403,151.5474202,pd135bc30,NSW_1079654_4
629,4,1,10,NSW1079654,5,Melaleuca quinquenervia,-33.20289403,151.5474202,pd135bc30,NSW_1079654_5
630,4,1,20,NSW1079654,6,Melaleuca quinquenervia,-33.20289403,151.5474202,pd135bc30,NSW_1079654_6
631,4,1,15,NSW1079654,7,Melaleuca quinquenervia,-33.20289403,151.5474202,pd135bc30,NSW_1079654_7
635,2,1,3,NSW1079654,11,Melaleuca quinquenervia,-33.20289403,151.5474202,pd135bc30,NSW_1079654_11
636,4,1,25,NSW1079654,12,Melaleuca quinquenervia,-33.20289403,151.5474202,pd135bc30,NSW_1079654_12
637,0,0,0,NSW1079658,1,Melaleuca quinquenervia,-32.75007599,152.1210819,p9c3c9590,NSW_1079658_1
638,0.5,1,1,NSW1079658,2,Melaleuca quinquenervia,-32.75007599,152.1210819,p9c3c9590,NSW_1079658_2
640,0,0,0,NSW1079658,4,Melaleuca quinquenervia,-32.75007599,152.1210819,p9c3c9590,NSW_1079658_4
641,0.5,1,4,NSW1079658,5,Melaleuca quinquenervia,-32.75007599,152.1210819,p9c3c9590,NSW_1079658_5
642,NA,NA,NA,NSW1079658,6,Melaleuca quinquenervia,-32.75007599,152.1210819,p9c3c9590,NSW_1079658_6
644,0,0,0,NSW1079658,8,Melaleuca quinquenervia,-32.75007599,152.1210819,p9c3c9590,NSW_1079658_8
645,0,0,0,NSW1079658,9,Melaleuca quinquenervia,-32.75007599,152.1210819,p9c3c9590,NSW_1079658_9
646,0.5,1,2.5,NSW1079658,10,Melaleuca quinquenervia,-32.75007599,152.1210819,p9c3c9590,NSW_1079658_10
648,0.5,1,1,NSW1079658,12,Melaleuca quinquenervia,-32.75007599,152.1210819,p9c3c9590,NSW_1079658_12
649,3.5,1,7.5,NSW1079670,1,Melaleuca quinquenervia,-33.28465949,151.5516915,p0c317820,NSW_1079670_1
650,3.5,1,22.5,NSW1079670,2,Melaleuca quinquenervia,-33.28465949,151.5516915,p0c317820,NSW_1079670_2
651,4,1,10,NSW1079670,3,Melaleuca quinquenervia,-33.28465949,151.5516915,p0c317820,NSW_1079670_3
652,4,1,40,NSW1079670,4,Melaleuca quinquenervia,-33.28465949,151.5516915,p0c317820,NSW_1079670_4
653,3,1,30,NSW1079670,5,Melaleuca quinquenervia,-33.28465949,151.5516915,p0c317820,NSW_1079670_5
654,3,1,6,NSW1079670,6,Melaleuca quinquenervia,-33.28465949,151.5516915,p0c317820,NSW_1079670_6
656,3,1,30,NSW1079670,8,Melaleuca quinquenervia,-33.28465949,151.5516915,p0c317820,NSW_1079670_8
657,4,1,25,NSW1079670,9,Melaleuca quinquenervia,-33.28465949,151.5516915,p0c317820,NSW_1079670_9
658,4.5,1,70,NSW1079670,10,Melaleuca quinquenervia,-33.28465949,151.5516915,p0c317820,NSW_1079670_10
659,4,1,25,NSW1079670,11,Melaleuca quinquenervia,-33.28465949,151.5516915,p0c317820,NSW_1079670_11
662,1,1,0.5,NSW1079671,2,Melaleuca quinquenervia,-33.28463505,151.5516779,p0c317820,NSW_1079671_2
665,0,0,0,NSW1079671,5,Melaleuca quinquenervia,-33.28463505,151.5516779,p0c317820,NSW_1079671_5
673,0.5,1,4,NSW1079672,1,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1079672_1
674,0,0,0,NSW1079672,2,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1079672_2
679,0.5,1,2.5,NSW1079672,7,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1079672_7
683,0.5,1,2,NSW1079672,11,Melaleuca quinquenervia,-33.2845166,151.5521833,p0c317820,NSW_1079672_11
685,3,1,3,NSW1079675,1,Melaleuca quinquenervia,-33.21130892,151.5512911,pd135bc30,NSW_1079675_1
686,4,1,20,NSW1079675,2,Melaleuca quinquenervia,-33.21130892,151.5512911,pd135bc30,NSW_1079675_2
687,4,1,20,NSW1079675,3,Melaleuca quinquenervia,-33.21130892,151.5512911,pd135bc30,NSW_1079675_3
692,4,1,40,NSW1079675,8,Melaleuca quinquenervia,-33.21130892,151.5512911,pd135bc30,NSW_1079675_8
694,3,1,12,NSW1079675,10,Melaleuca quinquenervia,-33.21130892,151.5512911,pd135bc30,NSW_1079675_10
695,4,1,40,NSW1079675,11,Melaleuca quinquenervia,-33.21130892,151.5512911,pd135bc30,NSW_1079675_11
696,4,1,30,NSW1079675,12,Melaleuca quinquenervia,-33.21130892,151.5512911,pd135bc30,NSW_1079675_12
697,4,1,50,NSW1079677,1,Melaleuca quinquenervia,-33.28459471,151.552218,p0c317820,NSW_1079677_1
698,4,1,10,NSW1079677,2,Melaleuca quinquenervia,-33.28459471,151.552218,p0c317820,NSW_1079677_2
699,0.5,1,5,NSW1079677,3,Melaleuca quinquenervia,-33.28459471,151.552218,p0c317820,NSW_1079677_3
700,4,1,50,NSW1079677,4,Melaleuca quinquenervia,-33.28459471,151.552218,p0c317820,NSW_1079677_4
701,4,1,20,NSW1079677,5,Melaleuca quinquenervia,-33.28459471,151.552218,p0c317820,NSW_1079677_5
702,4,1,70,NSW1079677,6,Melaleuca quinquenervia,-33.28459471,151.552218,p0c317820,NSW_1079677_6
703,4,1,10,NSW1079677,7,Melaleuca quinquenervia,-33.28459471,151.552218,p0c317820,NSW_1079677_7
704,3,1,30,NSW1079677,8,Melaleuca quinquenervia,-33.28459471,151.552218,p0c317820,NSW_1079677_8
706,0.5,1,2.5,NSW1079677,10,Melaleuca quinquenervia,-33.28459471,151.552218,p0c317820,NSW_1079677_10
707,4,1,20,NSW1079677,11,Melaleuca quinquenervia,-33.28459471,151.552218,p0c317820,NSW_1079677_11
709,4,1,10,NSW1079680,1,Melaleuca quinquenervia,-33.28603172,151.5517433,p0c317820,NSW_1079680_1
711,4,1,5,NSW1079680,3,Melaleuca quinquenervia,-33.28603172,151.5517433,p0c317820,NSW_1079680_3
712,2.5,1,4.5,NSW1079680,4,Melaleuca quinquenervia,-33.28603172,151.5517433,p0c317820,NSW_1079680_4
713,4,1,10,NSW1079680,5,Melaleuca quinquenervia,-33.28603172,151.5517433,p0c317820,NSW_1079680_5
714,3,1,6,NSW1079680,6,Melaleuca quinquenervia,-33.28603172,151.5517433,p0c317820,NSW_1079680_6
716,2.25,1,12,NSW1079680,8,Melaleuca quinquenervia,-33.28603172,151.5517433,p0c317820,NSW_1079680_8
717,4,1,40,NSW1079680,9,Melaleuca quinquenervia,-33.28603172,151.5517433,p0c317820,NSW_1079680_9
718,1,1,6,NSW1079680,10,Melaleuca quinquenervia,-33.28603172,151.5517433,p0c317820,NSW_1079680_10
726,4,1,60,NSW1079681,6,Melaleuca quinquenervia,-33.28357552,151.5522239,p0c317820,NSW_1079681_6
732,3,1,42,NSW1079681,12,Melaleuca quinquenervia,-33.28357552,151.5522239,p0c317820,NSW_1079681_12
733,1,1,2.5,NSW1079682,1,Melaleuca quinquenervia,-33.28602382,151.551742,p0c317820,NSW_1079682_1
734,1.5,1,15,NSW1079682,2,Melaleuca quinquenervia,-33.28602382,151.551742,p0c317820,NSW_1079682_2
735,3.5,1,15,NSW1079682,3,Melaleuca quinquenervia,-33.28602382,151.551742,p0c317820,NSW_1079682_3
736,2,1,5,NSW1079682,4,Melaleuca quinquenervia,-33.28602382,151.551742,p0c317820,NSW_1079682_4
737,3.5,1,56.25,NSW1079682,5,Melaleuca quinquenervia,-33.28602382,151.551742,p0c317820,NSW_1079682_5
738,3,1,6,NSW1079682,6,Melaleuca quinquenervia,-33.28602382,151.551742,p0c317820,NSW_1079682_6
740,0,0,0,NSW1079682,8,Melaleuca quinquenervia,-33.28602382,151.551742,p0c317820,NSW_1079682_8
